ID,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,TaxonLevel,Extinct?,OriginalName,ValidName,Author,Date,ActualDate,CitationName,CitationVolume,CitationIssue,CitationPages,CitationType,TypeSpecies,CommonName,TypeLocality,Distribution,Status,Synonyms,Comments,File,SortOrder,DisplayOrder
13802293,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,bhaktii,SUBSPECIES,FALSE,,YES,Oei,1960,,,,,,,,,,,,,,38,38-02293,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2290-2293
13802294,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,fulvidus,SUBSPECIES,FALSE,,YES,Blyth,1859,,,,,,,,,,,,,,38,38-02294,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2290-2294
13802295,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,meyeri,SUBSPECIES,FALSE,,YES,Peters,1872,,,,,,,,,,,,,,38,38-02295,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2290-2295
13802296,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,robustula,,SPECIES,FALSE,,YES,Thomas,1915,,"Ann. Mag. Nat. Hist., ser. 8",15,,227,,,Greater Bamboo Bat,"Malaysia, Borneo, Sarawak, Upper Sarawak.","NE India, Burma, Cambodia, Laos, Vietnam, S China to the Philippines, Sulawesi, Sumatra, Java, Bali, Borneo, and Ambon Isl (Moluccas).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>malayana</i> </b> Chasen, 1940.",Includes <i>malayana</i>; see Medway (1969). Reviewed in part by Bates and Harrison (1997) and Hendrichsen et al. (2001<i>b</i>).,38,38-02296,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2296
13802297,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,robustula,robustula,SUBSPECIES,FALSE,,YES,Thomas,1915,,"Ann. Mag. Nat. Hist., ser. 8",15,,227,,,,"Malaysia, Borneo, Sarawak, Upper Sarawak.",,,<b><i>&nbsp;</i> </b>,,38,38-02297,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2296-2297
13802298,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,robustula,malayana,SUBSPECIES,FALSE,,YES,Chasen,1940,,,,,,,,,,,,,,38,38-02298,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2296-2298
13802299,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,,,GENUS,FALSE,,YES,Troughton,1943,,"Furred animals of Australia, 1st ed., Sydney: Angus and Robertson",,,349,,"<i>Scotophilus pumilus</i> Gray, 1841.",,,,,"<i>Registrellus</i>  Troughton, 1943.","<i>Vespadelus</i> was first published as a <i>nomen</i> <i>nudum</i> (no accompanying diagnosis) by Iredale and Troughton (1934); the name was made available by Troughton (1943), who provided a diagnosis. Often included in <i>Pipistrellus</i> (e.g., Hill and Harrison, 1987) or <i>Eptesicus</i> (e.g., Adams et al., 1987; Kitchener et al., 1987; Koopman, 1993, 1994; McKean et al., 1978), but see Volleth and Tidemann (1991) and Volleth and Heller (1994). Revised by Kitchener et al. (1987); see also Adams et al. (1987) and Queale (1997). Species groups follow Kitchener et al. (1987).",38,38-02299,38-0001-0000-0000-0000-1791-1792-2173-2299
13802300,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,baverstocki,,SPECIES,FALSE,,YES,"Kitchener, Jones, and Caputi",1987,,Rec. West. Aust. Mus.,13,,481,,,Baverstock's Forest Bat,"Australia, Western Australia, Yuinmery area.",C and S Australia.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>baverstocki</i>.,,"<i>pumilus</i> species group. Included in <i>vulturnus</i> by Koopman (1994), but see Kitchener at al. (1987) and Queale (1997).",38,38-02300,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2300
13802301,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,caurinus,,SPECIES,FALSE,,YES,Thomas,1914,,"Ann. Mag. Nat. Hist., ser. 8",13,,439,,,Western Cave Bat,"Australia, Western Australia, Kimberley, Drysdale.",N Australia.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt) as <i>Eptesicus</i> <i>caurinus</i>.,,"<i>caurinus</i> species group. Included in <i>pumilus</i> by McKean et al. (1978) and Koopman (1993, 1994), but see Kitchener et al. (1987) and Adams et al. (1987).",38,38-02301,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2301
13802302,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,darlingtoni,,SPECIES,FALSE,,YES,G. M. Allen,1933,,J. Mammal.,14,,150,,,Large Forest Bat,"Australia, New South Wales, 13 km NW Braidwood.","SE Australia, including Tasmania and Lord Howe Isl.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>darlingtoni</i>.,"<i>sagittula</i>  McKean, Richards, and Price, 1978.","<i>pumilus</i> species group. See Kitchener et al. (1987) for discussion of synonmy. Adams et al. (1987) and Koopman (1993) used the name <i>sagittula</i> for this taxon, which may include more than one species.",38,38-02302,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2302
13802303,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,douglasorum,,SPECIES,FALSE,,YES,Kitchener,1976,,Rec. West. Aust. Mus.,4,,"295, 296",,,Yellow-lipped Bat,"Australia, Western Australia, Kimberley, Napier Range, Tunnel Creek.",Kimberley (N Western Australia).,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt) as <i>Eptesicus</i> <i>douglasorum</i>.,,<i>caurinus</i> species group. Originally described as <i>douglasi</i> but emended by Kitchener et al. (1987).,38,38-02303,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2303
13802304,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,finlaysoni,,SPECIES,FALSE,,YES,"Kitchener, Jones, and Caputi",1987,,"Rec. West, Aust. Mus.",13,,456,,,Finlayson's Forest Bat,"Australia, Western Australia, Cossack.",Western and central Australia.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>finlaysoni</i>.,,"<i>caurinus</i> species group. Included in <i>pumilus</i> by Koopman (1993, 1994), but see Kitchener et al. (1987) and Queale (1997).",38,38-02304,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2304
13802305,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,pumilus,,SPECIES,FALSE,,YES,Gray,1841,,Appendix C <i>in</i> J. Two Exped. Austr.,2,,406,,,Eastern Forest Bat,"Australia, New South Wales, Yarrundi.","Eastern Australia, Lord Howe Isl.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>pumilus</i>.,,"<i>pumilus</i> species group. Does not include <i>caurinus</i>, <i>darlingtoni</i>, <i>finlaysoni</i> and <i>troughtoni</i>; see Kitchener et al. (1987), Adams et al. (1987), and Queale (1997). Many specimens attributed to this species by McKean et al. (1978) were later referred to <i>troughtoni</i> by Kitchener et al. (1987). See Flannery (1995<i>b</i>).",38,38-02305,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2305
13802306,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,regulus,,SPECIES,FALSE,,YES,Thomas,1906,,Proc. Zool. Soc. Lond.,1906,,"470, 471",,,Southern Forest Bat,"Australia, Western Australia, King Georges Sound, King River (near Albany).","SW and SE Australia, including Tasmania.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>regulus</i>.,,"<i>pumilus</i> species group. See McKean et al. (1978), Kitchener et al. (1987), and Queale (1997).",38,38-02306,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2306
13802307,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,troughtoni,,SPECIES,FALSE,,YES,"Kitchener, Jones, and Caputi",1987,,Rec. West. Aust. Mus.,13,,467,,,Troughton's Forest Bat,"Australia, Queensland, Mt. Surprise, Yarramulla Lava Tunnels.",E Australia.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>troughtoni</i>.,,"<i>caurinus</i> species group. Included in <i>pumilus</i> by Koopman (1993, 1994), but see Kitchener et al. (1987).",38,38-02307,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2307
13802308,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespadelus,,vulturnus,,SPECIES,FALSE,,YES,Thomas,1914,,"Ann. Mag. Nat. Hist., ser. 8",13,,440,,,Little Forest Bat,"Australia, Tasmania.",SE Australia including Tasmania.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>vulturnus</i>.,"<i>pygmaeus</i>  Becker, 1858 [not Leach, 1825].",<i>pumilus</i> species group. Includes <i>pygmaeus</i>; see McKean et al. (1978). Does not include <i>baverstocki</i>; see Kitchener et al. (1987) and Queale (1997). This complex may include more than one species; see Adams et al. (1987).,38,38-02308,38-0001-0000-0000-0000-1791-1792-2173-2299-0000-2308
13802309,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,,,GENUS,FALSE,,YES,Linnaeus,1758,,"Syst. Nat., 10th ed.",1,,31,,"<i>Vespertilio murinus</i> Linnaeus, 1758.",,,,,"<i>Aristippe</i>  Kolenati, 1863; <i>Marsipolaemus</i> Peters, 1872; <i>Meteorus</i> Kolenati, 1856; <i>Vesperugo</i> Keyserling and Blasius, 1839; <i>Vesperus</i> Keyserling and Blasius, 1839 [not Latreille, 1829].",,38,38-02309,38-0001-0000-0000-0000-1791-1792-2173-2309
13802310,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,murinus,,SPECIES,FALSE,,YES,Linnaeus,1758,,"Syst. Nat., 10th ed.",1,,32,,,Particolored Bat,"Sweden. Baagøe (2001<i>b</i>) indicated that the type locality is probably near Uppsala, Central Sweden.","E France, Britain, and Norway across C Russia, Caucasus, S Ural, S Siberia, Ussuri region (Russia), Mongolia, NE China, and Korea; Bulgaria, Turkey, Iran, Kazakhstan, Turkmenistan, Uzbekistan, Kyrgyzstan, Tajikistan, E Afghanistan and N Pakistan.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>albigularis</i>  Peters, 1872;<i> discolor</i> Kuhl, 1819; <i>krascheninnikovi</i> Eversmann, 1853;<i> luteus</i> Kastschenko, 1905;<i> michnoi</i> Kastschenko, 1913; <i>siculus</i> Daday, 1885; <b><i>ussuriensis</i></b> Wallin, 1969.","Reviewed in part by Bates and Harrison (1997), Horácek et al. (2000), and Baagøe (2001<i>b</i>).",38,38-02310,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2310
13802311,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,murinus,murinus,SUBSPECIES,FALSE,,YES,Linnaeus,1758,,"Syst. Nat., 10th ed.",1,,32,,,,"Sweden. Baagøe (2001<i>b</i>) indicated that the type locality is probably near Uppsala, Central Sweden.",,,,,38,38-02311,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2310-2311
13802312,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,murinus,ussuriensis,SUBSPECIES,FALSE,,YES,Wallin,1969,,,,,,,,,,,,,,38,38-02312,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2310-2312
13802313,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,,SPECIES,FALSE,,YES,Peters,1880,,Monatsber. K. Preuss. Acad. Wiss. Berlin,1880,,259,,,Asian Particolored Bat,Peking (China).,"China, Ussuri region (Russia), Korea, Japan, Taiwan.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Vespertilio superans</i>.,"<i>aurijunctus</i>  Mori, 1928; <i>montanus</i> Kishida, 1931 [not Barrett-Hamilton, 1906; substitute for <i>noctula</i> Namie, 1889]; <i>motoyoshii</i> Kuroda, 1934 [substitute for <i>montanus</i> Kishida, 1931]; <i>superans</i> Thomas, 1899; <b><i>andersoni</i></b> Wallin, 1963; <b><i>namiyei</i></b> Kuroda, 1920; <b><i>noctula </i></b>Namie, 1889 [not Schreber, 1774]; <b><i>orientalis</i></b> Wallin, 1969.",Includes <i>nameiyei</i> and <i>orientalis</i>; see Yoshiyuki (1989) and Horácek (1997). The name <i>superans</i> was commonly applied to this taxon until Horácek (1997) demonstrated that <i>sinensis</i> (erroneously grouped in <i>Nyctalus</i> in previous classifications) is the oldest name for the species.,38,38-02313,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2313
13802314,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,sinensis,SUBSPECIES,FALSE,,YES,Peters,1880,,Monatsber. K. Preuss. Acad. Wiss. Berlin,1880,,259,,,,Peking (China).,,,,,38,38-02314,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2313-2314
13802315,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,andersoni,SUBSPECIES,FALSE,,YES,Wallin,1963,,,,,,,,,,,,,,38,38-02315,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2313-2315
13802316,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,namiyei,SUBSPECIES,FALSE,,YES,Kuroda,1920,,,,,,,,,,,,,,38,38-02316,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2313-2316
13802317,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,noctula,SUBSPECIES,FALSE,,YES,Namie,1889,,"[not Schreber, 1774]",,,,,,,,,,,,38,38-02317,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2313-2317
13802318,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Vespertilio,,sinensis,orientalis,SUBSPECIES,FALSE,,YES,Wallin,1969,,,,,,,,,,,,,,38,38-02318,38-0001-0000-0000-0000-1791-1792-2173-2309-0000-2313-2318
13802319,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,,,,,SUBFAMILY,FALSE,,YES,Miller,1897,,North American Fauna,13,,41,,,,,,,,"Simmons (1998) raised this group to family level and moved it to Molossoidea, but recent studies based on DNA sequence data (e.g., Hoofer and Van Den Bussche, 2001) indicate that <i>Antrozous</i> belongs in Vespertilionidae, a placement in line with more traditional classifications (e.g., Hill and Smith, 1984; Koopman, 1993, 1994; McKenna and Bell, 1997; Miller, 1897). This group may nest within Vespertilioninae, but its placement remains unclear; accordingly, it is here retained as a distinct subfamily pending further study.",38,38-02319,38-0001-0000-0000-0000-1791-2319
13802320,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,,,GENUS,FALSE,,YES,H. Allen,1862,,Proc. Acad. Nat. Sci. Phil.,14,,248,,"<i>Vespertilio pallidus</i> Le Conte, 1856.",,,,,,"Does not include <i>Bauerus</i>; see Engstrom and Wilson (1981) and Engstrom et al. (1987<i>b</i>), but also see Pine et al. (1971).",38,38-02320,38-0001-0000-0000-0000-1791-2319-0000-2320
13802321,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,,SPECIES,FALSE,,YES,Le Conte,1856,,Proc. Acad. Nat. Sci. Phil.,7,,437,,,Pallid Bat,"USA, Texas, El Paso Co., El Paso.",Queretaro and Baja California (Mexico) to Kansas (USA) and British Columbia (Canada); Cuba.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>cantwelli</i>  V. Bailey, 1936; <b><i>bunkeri</i></b> Hibbard, 1934; <b><i>koopmani</i></b> Orr and Silva-Taboada, 1960; <b><i>minor</i></b> Miller, 1902; <b><i>obscurus</i></b> Baker, 1967; <b><i>pacificus</i></b> Merriam, 1897; <b><i>packardi</i></b> Martin and Schmidly, 1982.",Includes <i>bunkeri</i>; see Morse and Glass (1960). Includes <i>koopmani</i>; see Martin and Schmidly (1982). See Hermanson and O'Shea (1983).,38,38-02321,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321
13802322,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,pallidus,SUBSPECIES,FALSE,,YES,Le Conte,1856,,Proc. Acad. Nat. Sci. Phil.,7,,437,,,,"USA, Texas, El Paso Co., El Paso.",,,,,38,38-02322,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2322
13802323,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,bunkeri,SUBSPECIES,FALSE,,YES,Hibbard,1934,,,,,,,,,,,,,,38,38-02323,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2323
13802324,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,koopmani,SUBSPECIES,FALSE,,YES,Orr and Silva-Taboada,1960,,,,,,,,,,,,,,38,38-02324,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2324
13802325,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,minor,SUBSPECIES,FALSE,,YES,Miller,1902,,,,,,,,,,,,,,38,38-02325,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2325
13802326,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,obscurus,SUBSPECIES,FALSE,,YES,Baker,1967,,,,,,,,,,,,,,38,38-02326,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2326
13802327,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,pacificus,SUBSPECIES,FALSE,,YES,Merriam,1897,,,,,,,,,,,,,,38,38-02327,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2327
13802328,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Antrozous,,pallidus,packardi,SUBSPECIES,FALSE,,YES,Martin and Schmidly,1982,,,,,,,,,,,,,,38,38-02328,38-0001-0000-0000-0000-1791-2319-0000-2320-0000-2321-2328
13802329,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Bauerus,,,,GENUS,FALSE,,YES,Van Gelder,1959,,Amer. Mus. Novit.,1973,,1,,"<i>Antrozous</i> <i>dubiaquercus</i> Van Gelder, 1959.",,,,,,"For use of this name see Engstrom and Wilson (1981) and Engstrom et al. (1987), but also see Pine et al. (1971).",38,38-02329,38-0001-0000-0000-0000-1791-2319-0000-2329
13802330,CHIROPTERA,,,,Vespertilionidae,Antrozoinae,,Bauerus,,dubiaquercus,,SPECIES,FALSE,,YES,Van Gelder,1959,,Am. Mus. Novit.,1973,,2,,,Van Gelder's Bat,"Mexico, Nayarit, Trés Marias Isls, Maria Magdalena Isl.","Trés Marias Isls, Jalisco, Veracruz, Oaxaca, and Chiapas (Mexico); Belize; Honduras, Costa Rica.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable as <i>Antrozous</i> <i>dubiaquercus</i>.,"<i>meyeri</i>  Pine, 1966.",Includes <i>Baeodon</i> <i>meyeri</i>; see Pine (1967) and Engstrom and Wilson (1981). See Engstrom et al. (1987<i>b</i>). See Emmons (1997) for distribution map.,38,38-02330,38-0001-0000-0000-0000-1791-2319-0000-2329-0000-2330
13802331,CHIROPTERA,,,,Vespertilionidae,Myotinae,,,,,,SUBFAMILY,FALSE,,YES,Tate,1942,,Bull. Amer. Mus. Nat. Hist.,80,,229,,,,,,,,Originally named as a tribe within Vespertilioninae; raised to subfamily level by Simmons (1998) following the suggestion of Volleth and Heller (1994). May not be monophyletic; see Hoofer and Van Den Bussche (2001).,38,38-02331,38-0001-0000-0000-0000-1791-2331
13802332,CHIROPTERA,,,,Vespertilionidae,Myotinae,,Cistugo,,,,GENUS,FALSE,,YES,Thomas,1912,,"Ann. Mag. Nat. Hist., ser. 8",10,,205,,"<i>Myotis</i> <i>seabrai</i> Thomas, 1912.",,,,,,"Formerly included in <i>Myotis</i> by most authors (e.g., Ellerman and Morrison-Scott, 1951; Hayman and Hill, 1971; Koopman, 1993, 1994), but see Rautenbach et al. (1993).",38,38-02332,38-0001-0000-0000-0000-1791-2331-0000-2332
13802333,CHIROPTERA,,,,Vespertilionidae,Myotinae,,Cistugo,,lesueuri,,SPECIES,FALSE,,YES,Roberts,1919,,Ann. Transv. Mus.,6,,112,,,Lesueur's Wing-gland Bat,"South Africa, Western Cape Prov., Paarl Dist., Lormarins.",S South Africa; Lesotho.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable as <i>Myotis</i> <i>lesueuri</i>.,,For distribution map see Taylor (2000<i>a</i>).,38,38-02333,38-0001-0000-0000-0000-1791-2331-0000-2332-0000-2333
13802334,CHIROPTERA,,,,Vespertilionidae,Myotinae,,Cistugo,,seabrae,,SPECIES,FALSE,,YES,Thomas,1912,,"Ann. Mag. Nat. Hist., ser. 8",10,,205,,,Angolan Wing-gland Bat,"Angola, Mossamedes.","Northern Cape Prov. (South Africa), Namibia, SW Angola.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable as <i>Myotis</i> <i>seabrai</i>.,,"For distribution map see Taylor (2000<i>a</i>). Sometimes spelled ""<i>seabrai</i>"", but the original spelling is <i>seabrae</i>.",38,38-02334,38-0001-0000-0000-0000-1791-2331-0000-2332-0000-2334
13802335,CHIROPTERA,,,,Vespertilionidae,Myotinae,,Lasionycteris,,,,GENUS,FALSE,,YES,Peters,1866,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1866,,8,,"<i>Vespertilio noctivagans</i> Le Conte, 1831.",,,,,"<i>Vesperides</i>  Coues, 1875.",,38,38-02335,38-0001-0000-0000-0000-1791-2331-0000-2335
13802336,CHIROPTERA,,,,Vespertilionidae,Myotinae,,Lasionycteris,,noctivagans,,SPECIES,FALSE,,YES,Le Conte,1831,,"<i>In</i> McMurtie, Anim. Kingdom",1(App.),,431,,,Silver-haired Bat,"""Eastern United States"".","S Canada, USA (including SE Alaska, and except extreme southern parts), NE Mexico, Bermuda.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>pulverlentus</i>  Temminck, 1840.",See Kunz (1982).,38,38-02336,38-0001-0000-0000-0000-1791-2331-0000-2335-0000-2336
13802337,CHIROPTERA,,,,Vespertilionidae,Myotinae,,Myotis,,,,GENUS,FALSE,,YES,Kaup,1829,,Skizz. Entwickel.-Gesch. Nat. Syst. Europ. Thierwelt,1,,106,,"<i>Vespertilio myotis</i> Borkhausen, 1797.",,,,,"<i>Aeorestes</i>  Fitzinger, 1870; <i>Anamygdon</i> Troughton, 1929; <i>Brachyotis</i> Kolenati, 1856 [not Gould, 1837]; <i>Capaccinus</i> Bonaparte, 1841; <i>Chrysopteron</i> Jentink, 1910; <i>Comastes</i> Fitzinger, 1870; <i>Dichromyotis</i> Bianchi, 1916; <i>Euvespertilio</i> Acloque, 1899; <i>Exochurus</i> Fitzinger, 1870; <i>Hesperomyotis</i> Cabrera, 1958; <i>Isotus</i> Kolenate, 1856; <i>Leuconoe</i> Boie, 1830; <i>Megapipistrellus</i> Bianchi, 1917; <i>Nyctactes</i> Kaup, 1829; <i>Paramyotis</i> Bianchi, 1916; <i>Pizonyx</i> Miller, 1906; <i>Pternopterus</i> Peters, 1867; <i>Rickettia</i> Bianchi, 1916; <i>Selysius</i> Bonaparte, 1841; <i>Tralatitus</i> Gervais, 1849; <i>Trilatitus</i> Gray, 1842.","For discussion of synonyms see Findley (1972), Hayman and Hill (1971), and Phillips and Birney (1968). Neotropical species revised by LaVal (1973<i>a</i>). Apparently does not include <i>Cistugo</i>; see Rautenbach et al. (1993). Hall (1981) provided a key to North and Central American species; Corbet and Hill (1992) gave a key to Indomalayan species; Bates et al. (1999) provided a key to species found in Vietnam and adjoining countries. Also see Topál (1997) and Stormark (1998). For partial phylogenies see Mayer and von Helversen (2001<i>a</i>), Ruedi and Mayer (2001), and Kawai et al. (2003). These studies have convincingly demonstrated that the three subgenera of <i>Myotis</i> typically recognized (<i>Myotis</i>, <i>Leuconoe</i>, and <i>Selysius</i>) are not monophyletic, but instead represent ecomorphs characterized by convergent morphologies. Menu et al. (2002:320) argued that <i>Leuconoe</i> can be diagnosed as distinct based on dental morphology, and noted that it includes &quot... [truncated]",38,38-02337,38-0001-0000-0000-0000-1791-2331-0000-2337
