ID,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,TaxonLevel,Extinct?,OriginalName,ValidName,Author,Date,ActualDate,CitationName,CitationVolume,CitationIssue,CitationPages,CitationType,TypeSpecies,CommonName,TypeLocality,Distribution,Status,Synonyms,Comments,File,SortOrder,DisplayOrder
13800058,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,nusatenggara,sinagai,SUBSPECIES,FALSE,,YES,Kitchener,1996,,"[in Kitchener and Maharadatunkamsi, 1996]",,,,,,,,,,,,38,38-00058,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0056-0058
13800059,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,nusatenggara,wetarensis,SUBSPECIES,FALSE,,YES,Kitchener,1996,,"[in Kitchener and Maharadatunkamsi, 1996]",,,,,,,,,,,,38,38-00059,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0056-0059
13800060,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,,SPECIES,FALSE,,YES,Vahl,1797,,Skr. Nat. Selsk. Copenhagen,4,1,123,,,Greater Short-nosed Fruit Bat,"India, Madras, Tranquebar.","Sri Lanka, Pakistan, Bangladesh, India, S China, SE Asia including Burma, Vietnam, and Cambodia, W Malaysia, Sumatra, adjacent small islands; perhaps Borneo.",IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,"<i>brevicaudatum</i>  Temminck, 1837 [not I. Geoffroy]; <i>ellioti</i> Gray, 1870; <i>fibulatus</i> Vahl, 1797; <i>gangeticus</i> K. Andersen, 1910; <i>marginatus</i> E. Geoffroy, 1810; <i>pusillus</i> E. Geoffroy, 1803; <i>sphynx</i> Sody, 1933; <b><i>angulatus</i></b> Miller, 1898; <b><i>babi</i></b> Lyon, 1916; <b><i>pagensis</i></b> Miller, 1906; <b><i>scherzeri</i></b> Zelebor, 1869;<b><i> serasani</i></b> Paradiso, 1971.","This taxon is sometimes confused with <i>brachyotis, </i>and the status of many populations is in doubt. See discussion of diagnostic characters in Bates and Harrison (1997) and Mapatuna et al. (2002). Includes <i>angulatus</i>; see Hill and Thonglongya (1972). Does not include <i>titthaecheilus</i>; see Hill (1983). Apparently includes <i>babi</i>; see Kitchener and Maharadatunkamsi (1991), but also see Corbet and Hill (1992), who included <i>babi</i> in <i>brachyotis</i> without comment. May not include <i>scherzeri</i>; see Corbet and Hill (1992), but also see Bates and Harrison (1997), who retained <i>scherzeri</i> in <i>sphinx</i> but noted that it may represent a distinct species. May also include <i>brachysoma</i> and <i>andamanesis</i> (here listed as synonyms of <i>brachyotis</i>); see Bates and Harrison (1997). Some authors recognize <i>gangeticus</i> as a distinct subspecies; it is here grouped in the nominate subspecies following Koopman (1994). Clinal variation in size dis... [truncated]",38,38-00060,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060
13800061,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,sphinx,SUBSPECIES,FALSE,,YES,Vahl,1797,,Skr. Nat. Selsk. Copenhagen,4,1,123,,,,"India, Madras, Tranquebar.",,,,,38,38-00061,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060-0061
13800062,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,angulatus,SUBSPECIES,FALSE,,YES,Miller,1898,,,,,,,,,,,,,,38,38-00062,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060-0062
13800063,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,babi,SUBSPECIES,FALSE,,YES,Lyon,1916,,,,,,,,,,,,,,38,38-00063,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060-0063
13800064,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,pagensis,SUBSPECIES,FALSE,,YES,Miller,1906,,,,,,,,,,,,,,38,38-00064,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060-0064
13800065,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,scherzeri,SUBSPECIES,FALSE,,YES,Zelebor,1869,,,,,,,,,,,,,,38,38-00065,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060-0065
13800066,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,sphinx,serasani,SUBSPECIES,FALSE,,YES,Paradiso,1971,,,,,,,,,,,,,,38,38-00066,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0060-0066
13800067,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,titthaecheilus,,SPECIES,FALSE,,YES,Temminck,1825,,Monogr. Mamm.,1,,198,,,Indonesian Short-nosed Fruit Bat,"Indonesia, Java, Bogor (restricted by Andersen, 1912).","Sumatra, Java, Bali, Lombok, Timor, and adjacent small islands.",IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,"<i>diardii</i>  E. Geoffroy, 1828; <b><i>major</i></b> Miller, 1906; <b><i>terminus</i></b> Sody, 1940.","Formerly included in <i>sphinx</i>, but see Hill (1983); also see Corbet and Hill (1992). The position of <i>diardii</i> in this synonymy remains somewhat uncertain, see Corbet and Hill (1992) and Pavlinov et al. (1995<i>b</i>).",38,38-00067,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0067
13800068,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,titthaecheilus,titthaecheilus,SUBSPECIES,FALSE,,YES,Temminck,1825,,Monogr. Mamm.,1,,198,,,,"Indonesia, Java, Bogor (restricted by Andersen, 1912).",,,,,38,38-00068,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0067-0068
13800069,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,titthaecheilus,major,SUBSPECIES,FALSE,,YES,Miller,1906,,,,,,,,,,,,,,38,38-00069,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0067-0069
13800070,CHIROPTERA,,,,Pteropodidae,,,Cynopterus,,titthaecheilus,terminus,SUBSPECIES,FALSE,,YES,Sody,1940,,,,,,,,,,,,,,38,38-00070,38-0001-0000-0000-0000-0002-0000-0000-0039-0000-0067-0070
13800071,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,,,GENUS,FALSE,,YES,Palmer,1898,,Proc. Biol. Soc. Wash.,12,,114,,"<i>Cephalotes peroni</i> E. Geoffroy, 1810.",,,,,"<i>Hypoderma</i>  E. Geoffroy, 1828 [not <i>Hypoderma</i> Latreille, 1825, a Diptera]; <i>Pteronotus</i> Rafinesque, 1815 [<i>nomen nudum</i>]; ?<i>Tribonophorus</i> Burnett, 1829.",Reviewed by Jong and Bergmans (1981). Species groups follow Koopman (1994).,38,38-00071,38-0001-0000-0000-0000-0002-0000-0000-0071
13800072,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,anderseni,,SPECIES,FALSE,,YES,Thomas,1914,,"Ann. Mag. Nat. Hist., ser. 8",13,,435,,,Andersen’s Naked-backed Fruit Bat,"Papua New Guinea, Admiralty Isls, Manus Isl.",Bismarck Archipelago including Admiralty Isls.,IUCN/SSC Action Plan (1992) – No Data as <i>D</i>. <i>pannietensis</i> <i>anderseni</i>. IUCN 2003 – Not listed.,,"<i>moluccensis</i> species group. Often included in <i>moluccensis</i> or <i>pannietensis</i>, but see Bergmans and Sarbini (1985), Flannery (1995<i>b</i>), and Bonaccorso (1998).",38,38-00072,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0072
13800073,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,beauforti,,SPECIES,FALSE,,YES,Bergmans,1975,,Beaufortia,23,295,3,,,Beaufort’s Naked-backed Fruit Bat,"Indonesia, Prov. of Papua, Sorong Div., Waigeo Isl, Njanjef.","Waigeo, Batanta, Salawati, Gebe, Gag, and Biak Isls (off Vogelkop Peninsula, New Guinea).",IUCN/SSC Action Plan (1992) – No Data: Limited Distribution. IUCN 2003 – Endangered.,,<i>viridis</i> species group. Closely related to <i>viridis</i>; see Bergmans (1975). Also see Flannery (1995<i>b</i>).,38,38-00073,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0073
13800074,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,chapmani,,SPECIES,FALSE,,YES,Rabor,1952,,"Nat. Hist. Misc., Chicago Acad. Sci.",96,2,,,,Negros Naked-backed Fruit Bat,"Philippines, Negros, Bais, Pagabonin.",Cebu and Negros Isls (Philippines).,"IUCN/SSC Action Plan (1992) – Extinct? IUCN 2003 – Extinct. Previously thought to be extinct, but a living population was discovered in 2000 by S. Pedregosa (L. Heaney, pers. comm.).",,<i>moluccensis</i> species group. Listed by Corbet and Hill (1992) as a possible subspecies of <i>exoleta</i>; also see Bergmans (1978).,38,38-00074,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0074
13800075,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,crenulata,,SPECIES,FALSE,,YES,K. Andersen,1909,,"Ann. Mag. Nat. Hist., ser. 8",4,,532,,,Halmahera Naked-backed Fruit Bat,"Indonesia, Maluku (Moluccas), Ternate.","N Moluccas, Togian Isls, Sangihe Isls, Talaud Isls, Pelang, Sulawesi (Indonesia).",IUCN/SSC Action Plan (1992) – No Data as <i>D</i>. <i>viridis</i> <i>crenulata</i>. IUCN 2003 – Not listed.,,"<i>viridis</i> species group. Included by Hill (1983) and Hill and Corbet (1992) as a subspecies of <i>viridis</i>, but see Bergmans and Rozendaal (1988). Also see Flannery (1995<i>b</i>). Non-Moluccan populations apparently represent an undescribed subspecies (K. Helgen, pers. comm.).",38,38-00075,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0075
13800076,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,emersa,,SPECIES,FALSE,,YES,Bergmans and Sarbini,1985,,Beaufortia,34,,185,,,Biak Naked-backed Fruit Bat,"Indonesia, Prov. of Papua, Biak, Sorido.","Biak and Owii Isls (in Geelvink Bay, New Guinea).",IUCN/SSC Action Plan (1992) – No Data: Limited Distribution. IUCN 2003 – Vulnerable.,,"<i>moluccensis</i> species group. See Flannery (1995<i>b</i>). There is a closely related, undescribed species on Numfoor Isl (K. Helgen, pers. comm.).",38,38-00076,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0076
13800077,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,exoleta,,SPECIES,FALSE,,YES,K. Andersen,1909,,"Ann. Mag. Nat. Hist., ser. 8",4,,"531, 533",,,Sulawesi Naked-backed Fruit Bat,"Indonesia, Sulawesi, Minahassa, Tomohon.","Sulawesi, Muna Togian Isls, Sula Isls (Indonesia).",IUCN/SSC Action Plan (1992) – No Data. IUCN 2003 – Lower Risk (nt).,,<i>moluccensis</i> species group. May include <i>chapmani</i>; see Corbet and Hill (1992). Reviewed by Hill (1983); also see Flannery (1995<i>b</i>).,38,38-00077,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0077
13800078,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,inermis,,SPECIES,FALSE,,YES,K. Andersen,1909,,"Ann. Mag. Nat. Hist., ser. 8",4,,532,,,Solomons Naked-backed Fruit Bat,"Solomon Isls, Makira (San Cristobal Isl).","Solomon Isls, including Bougainville Isl (Papua New Guinea).",IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,"<i>nesea</i>  K. Andersen, 1909; <b><i>minimus</i></b><i> </i>Phillips, 1968.",<i>viridis</i> species group; see discussion in Bergmans (1978) and Hill (1983). See also Flannery (1995<i>b</i>) and Bonaccorso (1998).,38,38-00078,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0078
13800079,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,inermis,inermis,SUBSPECIES,FALSE,,YES,K. Andersen,1909,,"Ann. Mag. Nat. Hist., ser. 8",4,,532,,,,"Solomon Isls, Makira (San Cristobal Isl).",,,,<i>viridis</i> species group; see discussion in Bergmans (1978) and Hill (1983). See also Flannery (1995<i>b</i>) and Bonaccorso (1998).,38,38-00079,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0078-0079
13800080,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,inermis,minimus,SUBSPECIES,FALSE,,YES,Phillips,1968,,,,,,,,,,,,,<i>viridis</i> species group; see discussion in Bergmans (1978) and Hill (1983). See also Flannery (1995<i>b</i>) and Bonaccorso (1998).,38,38-00080,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0078-0080
13800081,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,magna,,SPECIES,FALSE,,YES,Thomas,1905,,"Ann. Mag. Nat. Hist., ser. 7",16,,423,,,New Guinea Naked-backed Fruit Bat,"Papua New Guinea, Mambare River, Tamata, 100 ft. (33 m.).","Waigeo, Yapen, Batanta, and Misool Isls through New Guinea to N Queensland (Australia); possibly the Aru Isls.",IUCN/SSC Action Plan (1992) – Not Threatened as <i>D</i>. <i>moluccense</i> <i>magna</i>. IUCN 2003 – Not listed.,,"<i>moluccensis</i> species group. Often included in <i>moluccensis</i> (e.g., Koopman, 1979; Hill, 1983), but see Bergmans and Sarbini (1985). Also see Flannery (1995<i>a</i>, <i>b</i>).",38,38-00081,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0081
13800082,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,minor,,SPECIES,FALSE,,YES,Dobson,1878,1879,Proc. Zool. Soc. Lond.,1878,,875,,,Lesser Naked-backed Fruit Bat,"Indonesia, Prov. of Papua, Manokwari Div., Amberbaki.",C and W New Guinea and adjacent small islands; Sulawesi.,IUCN/SSC Action Plan (1992) – Rare. IUCN 2003 – Lower Risk (nt).,,"<i>minor</i> species group. Reviewed by Bergmans and Sarbini (1985) and Corbet and Hill (1992); also see Flannery (1995<i>a</i>,<i> b</i>) and Bonaccorso (1998).",38,38-00082,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0082
13800083,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,moluccensis,,SPECIES,FALSE,,YES,Quoy and Gaimard,1830,,"<i>In</i> d'Urville, Voy...de Astrolabe, Zool.","1(L'Homme, Mamm. Oiseaux)",,86,,,Moluccan Naked-backed Fruit Bat,"Indonesia, Maluku (Moluccas), Amboina Isl.","Molucca Isls including Bacan, Buru and Seram; Banda Isls, Aru Isls, Waigeo (Prov. of Papua, Indonesia).",IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,,"<i>moluccensis</i> species group. Does not include <i>pannietensis</i>; see Bergmans (1979). Koopman (1979, 1982) included <i>magna</i> and <i>anderseni</i> in <i>moluccensis</i>, but see Bergmans and Sarbini (1985) and Bonaccorso (1998).",38,38-00083,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0083
13800084,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,pannietensis,,SPECIES,FALSE,,YES,De Vis,1905,,Ann. Queensl. Mus.,6,,36,,,Panniet Naked-backed Fruit Bat,"Papua New Guinea, Louisiade Arch., Panniet Isl.","Louisiade Arch., D'Entrecasteaux Isls, and Trobriand Isls.",IUCN/SSC Action Plan (1992) – No Data. IUCN 2003 – Lower Risk (lc).,"<b><i>remota</i> </b> Cabrera, 1920.","<i>moluccensis</i> species group. Considered a subspecies of <i>moluccensis</i> by Laurie and Hill (1954), but apparently distinct; see Bergmans (1979) and Bonaccorso (1998). Includes <i>remota</i>; see Koopman (1982). A record of <i>remota</i> from Bougainville Isl is based on a misidentified <i>inermis</i> (see Bergmans, 1979).",38,38-00084,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0084
13800085,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,pannietensis,pannietensis,SUBSPECIES,FALSE,,YES,De Vis,1905,,Ann. Queensl. Mus.,6,,36,,,,"Papua New Guinea, Louisiade Arch., Panniet Isl.",,,<b><i>&nbsp;</i> </b>,<i>moluccensis</i>species group<i>.</i>,38,38-00085,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0084-0085
13800086,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,pannietensis,remota,SUBSPECIES,FALSE,,YES,Cabrera,1920,,,,,,,,,,,,,"<i>moluccensis</i> species group.See Koopman (1982). A record of <i>remota</i> from Bougainville Isl is based on a misidentified <i>inermis</i> (see Bergmans, 1979).",38,38-00086,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0084-0086
13800087,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,peronii,,SPECIES,FALSE,,YES,E. Geoffroy,1810,,Ann. Mus. Natn. Hist. Nat. Paris,15,,104,,,Western Naked-backed Fruit Bat,"Indonesia, Lesser Sunda Isls, Timor.","Bali, Nusa Penida, Lombok, Moyo, Sangeang, Komodo, Sumbawa, Rinca, Flores, Lembata, Pantar, Alor, Wetar, Babar, Timor, Sematu, Roti, Savu, and Sumba Isls (Indonesia).",IUCN/SSC Action Plan (1992) – Indeterminate. IUCN 2003 – Vulnerable.,"<i>desmarestii</i>  Burnett, 1829 [<i>nomen nudum</i>]; <i>paliatus</i> Geoffroy, 1810; <i>sumbanus</i> K. Andersen, 1909; <b><i>grandis</i></b> Bergmans, 1978.","<i>peronii</i> species group. Reviewed by Bergmans (1978) and Kitchener et al. (1997<i>a</i>). Sometimes spelled <i>peroni</i> (e.g., Andersen, 1912; Koopman, 1993).",38,38-00087,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0087
13800088,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,peronii,peronii,SUBSPECIES,FALSE,,YES,E. Geoffroy,1810,,Ann. Mus. Natn. Hist. Nat. Paris,15,,104,,,,"Indonesia, Lesser Sunda Isls, Timor.",,,,"<i>peronii</i> species group. Reviewed by Bergmans (1978) and Kitchener et al. (1997<i>a</i>). Sometimes spelled <i>peroni</i> (e.g., Andersen, 1912; Koopman, 1993).",38,38-00088,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0087-0088
13800089,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,peronii,grandis,SUBSPECIES,FALSE,,YES,Bergmans,1978,,,,,,,,,,,,,<i>peronii</i> species group.,38,38-00089,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0087-0089
13800090,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,praedatrix,,SPECIES,FALSE,,YES,K. Andersen,1909,,"Ann. Mag. Nat. Hist., ser. 8",4,,532,,,New Britain Naked-backed Fruit Bat,"Papua New Guinea, Bismarck Arch., ""Duke of York group"".",Bismarck Arch. (Papua New Guinea).,IUCN/SSC Action Plan (1992) – No Data. IUCN 2003 – Lower Risk (nt).,,<i>viridis</i> species group; see discussion in Bergmans (1978) and Hill (1983). See also Flannery (1995<i>b</i>) and Bonaccorso (1998).,38,38-00090,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0090
13800091,CHIROPTERA,,,,Pteropodidae,,,Dobsonia,,viridis,,SPECIES,FALSE,,YES,Heude,1896,,Mem. Hist. Nat. Emp. Chin.,3,,176,,,Greenish Naked-backed Fruit Bat,"Indonesia, Maluku (Moluccas), Kai Isls.","C and S Moluccas including Seram, Ambon, and Buru; Banda, and Kai Isls (Indonesia). A closely related but undescribed species occurs in the Tanimbar Isls (K. Helgen, pers. comm.).",IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,"<i>umbrosa</i>  Thomas, 1910.",<i>viridis</i> species group. Does not include <i>chapmani</i>; see Bergmans (1978). Does not include <i>crenulata</i>; see Bergmans and Rozendaal (1988). See also Hill (1983) and Flannery (1995<i>b</i>).,38,38-00091,38-0001-0000-0000-0000-0002-0000-0000-0071-0000-0091
13800092,CHIROPTERA,,,,Pteropodidae,,,Dyacopterus,,,,GENUS,FALSE,,YES,K. Andersen,1912,,Cat. Chiroptera Brit. Mus.,1,,651,,"<i>Cynopterus spadiceus</i> Thomas, 1890.",,,,,,,38,38-00092,38-0001-0000-0000-0000-0002-0000-0000-0092
13800093,CHIROPTERA,,,,Pteropodidae,,,Dyacopterus,,brooksi,,SPECIES,FALSE,,YES,Thomas,1920,,"Ann. Mag. Nat. Hist., ser. 9",5,,284,,,Brooks’s Dyak Fruit Bat,"Sumatra, ca. 100 mi. (150 km) N of Bencoolen, upper Ketuan River, Lebang Tandai.",Sumatra; possibly Luzon and Mindanao (Philippines).,IUCN/SSC Action Plan (1992) – No Data as <i>D</i>. <i>spadiceus</i> <i>brooksi</i>. IUCN 2003 – Not listed.,,"Formerly included in <i>spadiceus</i> (Koopman, 1993, 1994), but see Peterson (1969) and Corbet and Hill (1992).",38,38-00093,38-0001-0000-0000-0000-0002-0000-0000-0092-0000-0093
13800094,CHIROPTERA,,,,Pteropodidae,,,Dyacopterus,,spadiceus,,SPECIES,FALSE,,YES,Thomas,1890,,"Ann. Mag. Nat. Hist., ser. 6",5,,235,,,Dyak Fruit Bat,"Malaysia, N Borneo, Sarawak, Baram.","NW Borneo including Bunei, Luzon and Mindanao (Philippines), Malaya, possibly S Thailand.",IUCN/SSC Action Plan (1992) – Rare. IUCN 2003 – Lower Risk (nt).,,Does not include <i>brooksi</i>; see Peterson (1969) and Corbet and Hill (1992).,38,38-00094,38-0001-0000-0000-0000-0002-0000-0000-0092-0000-0094
13800095,CHIROPTERA,,,,Pteropodidae,,,Eidolon,,,,GENUS,FALSE,,YES,Rafinesque,1815,,Analyse de la Nature,,,54,,"<i>Vespertilio vampirus helvus</i> Kerr, 1792.",,,,,"<i>Leiponyx</i>  Jentink, 1881; <i>Liponyx</i> Forbes, 1882; <i>Pterocyon</i> Peters, 1861.",Revised by Bergmans (1990).,38,38-00095,38-0001-0000-0000-0000-0002-0000-0000-0095
13800096,CHIROPTERA,,,,Pteropodidae,,,Eidolon,,dupreanum,,SPECIES,FALSE,,YES,Pollen <i>In</i> Schlegel and Pollen,1866,,Proc. Zool. Soc. Lond.,1866,,419,,,Malagasy Straw-colored Fruit Bat,"Madagascar, Nossi Bé.",Madagascar.,IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,,See comments under <i>helvum</i>. Reviewed by Bergmans (1990) and Peterson et al. (1995).,38,38-00096,38-0001-0000-0000-0000-0002-0000-0000-0095-0000-0096
13800097,CHIROPTERA,,,,Pteropodidae,,,Eidolon,,helvum,,SPECIES,FALSE,,YES,Kerr,1792,,"<i>In</i> Linnaeus, Anim. Kingdom",1,1,"xvii, 91",,,African Straw-colored Fruit Bat,"Senegal (restricted by K. Andersen, 1907).","Mauritania, Senegal, and Gambia to Ethiopia to South Africa; SW Arabia and Oman; islands in the Gulf of Guinea and off E Africa.",IUCN/SSC Action Plan (1992) – Not Threatened. IUCN 2003 – Lower Risk (lc).,"<i>buettikoferi</i> Jentink, 1881; <i>leucomelas</i> Fitzinger, 1866; <i>mollipilosus</i> H. Allen, 1862; <i>paleaceus</i> Peters, 1862; <i>palmarum</i> Heuglin, 1877;<i> stramineus</i> E. Geoffroy, 1803; <b><i>annobonensis</i></b> Juste, Ibáñez, and Machordom, 2000; <b><i>sabaeum</i></b> K. Andersen, 1907.","Includes <i>sabaeum, </i>see Hayman and Hill (1971), Bergmans (1990), and Harrison and Bates (1991). Does not include <i>dupreanum</i>; see Bergmans (1990) and Peterson et al. (1995), but also see Hayman and Hill (1971). See DeFrees and Wilson (1988), but note that they included <i>dupreanum</i> in <i>helvum</i>. African forms reviewed in part by Juste et al. (2000); Palearctic forms reviewed by Horácek et al. (2000). Distribution mapped by Taylor (2000<i>a</i>) and Cotterill (2001<i>e</i>). The taxonomic status of populations in the Anr Mountains of Niger is unclear.",38,38-00097,38-0001-0000-0000-0000-0002-0000-0000-0095-0000-0097
13800098,CHIROPTERA,,,,Pteropodidae,,,Eidolon,,helvum,helvum,SUBSPECIES,FALSE,,YES,Kerr,1792,,"<i>In</i> Linnaeus, Anim. Kingdom",1,1,"xvii, 91",,,,"Senegal (restricted by K. Andersen, 1907).",,,,,38,38-00098,38-0001-0000-0000-0000-0002-0000-0000-0095-0000-0097-0098
13800099,CHIROPTERA,,,,Pteropodidae,,,Eidolon,,helvum,annobonensis,SUBSPECIES,FALSE,,YES,"Juste, Ibß±ez, and Machordom",2000,,,,,,,,,,,,,,38,38-00099,38-0001-0000-0000-0000-0002-0000-0000-0095-0000-0097-0099
13800100,CHIROPTERA,,,,Pteropodidae,,,Eidolon,,helvum,sabaeum,SUBSPECIES,FALSE,,YES,K. Andersen,1907,,,,,,,,,,,,,,38,38-00100,38-0001-0000-0000-0000-0002-0000-0000-0095-0000-0097-0100
13800101,CHIROPTERA,,,,Pteropodidae,,,Eonycteris,,,,GENUS,FALSE,,YES,Dobson,1873,,Proc. Asiat. Soc. Bengal,,,148,,"<i>Macroglossus spelaeus</i> Dobson, 1871.",,,,,"<i>Callinycteris</i>  Jentink, 1889.",,38,38-00101,38-0001-0000-0000-0000-0002-0000-0000-0101
